Brand,price_per_km,availability_status,Range,efficiency,weight,speed,Fast_charge,distance,cargo_vol,Battery,german_price,netherland_price,uk_price,towing,driver_type,No.of_Seats,Heat_Pump,Towbar,Rating,Bidirectional,Load,Home,Grid
MG,127,Available,390,191,2080,5.1,90,400,776,74.3,55400,48750,43995,1500,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,153,Discontinued,525,173,2355,6.4,141,572,430,90.6,70626,82028,76450,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Maxus,200,Available,360,233,2485,9.2,103,340,521,84.0,68990,54990,65290,1000,Front Wheel,7,1,1,5.0,0,1,1,1
Audi,145,Available,490,194,2275,6.6,186,568,590,94.9,68800,71950,63475,2000,Rear Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,118,Discontinued,205,158,1235,11.9,30,188,250,32.3,21421,25850,22055,0,Front Wheel,4,0,0,3.0,0,1,1,1
Mazda,198,Discontinued,170,176,1720,9.7,34,159,366,30.0,34490,33140,29150,0,Front Wheel,5,1,0,5.0,0,1,1,1
Hyundai,135,Discontinued,295,164,1690,8.8,50,288,493,48.4,41990,36995,34995,300,Front Wheel,5,1,1,4.0,1,1,1,1
Mercedes,247,Available,530,223,2840,6.1,160,543,645,118.0,114609,129660,129480,1800,All Wheel,7,1,1,5.0,0,1,1,1
Subaru,102,Available,420,171,1915,7.3,110,455,404,72.0,55400,42900,49825,750,Front Wheel,5,1,1,5.0,0,1,1,1
Porsche,180,Discontinued,470,202,2405,5.2,186,553,624,94.9,84100,88900,69800,2000,All Wheel,5,1,1,5.0,0,1,1,1
Lexus,144,Available,400,180,2005,7.5,110,433,522,72.0,57100,53995,53995,750,Front Wheel,5,1,1,5.0,0,1,1,1
Mercedes,128,Available,525,170,2375,6.9,120,570,430,89.0,67187,67428,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Smart,145,Available,350,177,1985,3.7,90,365,385,62.0,50990,47995,46460,1600,All Wheel,5,1,1,5.0,1,1,1,1
Volvo,146,Discontinued,330,203,2023,7.4,116,355,450,67.0,45080,46995,45750,1500,Front Wheel,5,1,1,5.0,0,1,1,1
Audi,137,Available,485,156,2175,6.0,150,587,529,75.8,62800,63990,62540,2100,Rear Wheel,5,1,1,5.0,0,1,1,1
Tesla,225,Discontinued,420,192,2184,4.4,95,423,895,80.8,92800,96200,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Jaguar,235,Discontinued,380,223,2226,4.8,85,354,532,84.7,92400,95450,69995,750,All Wheel,5,1,1,5.0,0,1,1,1
Polestar,112,Discontinued,475,166,2084,6.2,110,527,448,79.0,52690,51200,48950,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
BMW,157,Available,480,169,2195,6.0,136,547,490,81.2,70200,78608,67705,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Skoda,113,Available,455,169,2186,6.7,120,501,585,77.0,51500,54990,49825,1800,All Wheel,5,1,1,5.0,1,1,1,1
Ford,119,Available,445,173,2175,5.3,120,493,572,77.0,55400,50750,49825,1800,All Wheel,5,1,1,5.0,1,1,1,1
Volvo,144,Discontinued,345,194,2040,7.3,100,378,441,67.0,49990,45995,45955,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Tesla,142,Discontinued,455,165,2072,4.3,124,535,971,75.0,61970,61990,60990,1600,All Wheel,5,1,1,5.0,0,1,1,1
Cadillac,180,Available,460,222,2774,5.3,165,492,793,102.0,83000,54990,49825,1587,All Wheel,5,1,1,5.0,0,1,1,1
Toyota,136,Available,385,187,2080,5.2,110,417,416,72.0,53990,50995,49825,1500,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,196,Available,380,226,2758,6.5,145,425,1340,86.0,74928,70990,67795,1600,All Wheel,7,1,1,5.0,1,1,1,1
Nissan,121,Discontinued,340,174,1756,6.9,44,291,420,59.0,41100,41890,34945,0,Front Wheel,5,1,0,5.0,1,1,1,1
Skoda,118,Discontinued,450,176,2229,5.4,135,508,470,79.0,53050,52990,46560,1200,All Wheel,5,1,1,5.0,0,1,1,1
Nissan,213,Discontinued,135,163,1505,11.5,36,144,370,22.0,29690,31590,21680,0,Front Wheel,5,0,0,5.0,1,1,1,1
Nissan,112,Discontinued,345,171,1756,7.3,44,297,420,59.0,37550,40290,32945,0,Front Wheel,5,1,0,5.0,1,1,1,1
Citroen,114,Available,285,162,1646,9.9,78,311,380,46.3,31900,35215,26150,0,Front Wheel,5,1,0,4.0,0,1,1,1
VinFast,113,Available,315,189,2050,10.3,90,322,510,59.6,34990,36020,49825,0,Front Wheel,5,0,0,5.0,0,1,1,1
Volvo,204,Available,480,213,2725,5.5,200,567,703,102.0,96190,94495,89560,2200,All Wheel,7,1,1,5.0,1,1,1,1
Mercedes,267,Available,320,281,2625,12.1,96,297,1030,90.0,62010,88626,92255,0,Front Wheel,7,1,0,5.0,0,1,1,1
Skoda,121,Available,360,164,2002,8.1,110,416,585,59.0,44400,42990,37510,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Nissan,124,Available,335,188,1980,7.5,70,340,468,63.0,43490,42690,33500,750,Front Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,147,Discontinued,400,193,2239,6.3,115,434,543,77.0,53255,61790,52865,1200,All Wheel,5,1,1,5.0,1,1,1,1
Mini,125,Discontinued,365,177,2075,5.6,93,389,460,64.7,49500,49490,32755,1200,All Wheel,5,1,1,5.0,0,1,1,1
Renault,236,Discontinued,160,194,1630,22.4,0,115,1300,31.0,38000,38801,31680,0,Front Wheel,5,0,0,5.0,0,1,1,1
Mini,141,Available,290,170,1785,7.1,75,308,300,49.2,39550,40990,36300,750,Front Wheel,5,1,1,5.0,0,1,1,1
Lexus,166,Available,395,182,2100,4.6,110,431,522,72.0,63000,66495,58595,1500,All Wheel,5,1,1,5.0,0,1,1,1
Opel,115,Available,335,165,1765,9.5,75,351,516,55.4,39490,37499,49825,0,Front Wheel,5,1,1,5.0,1,1,1,1
BMW,297,Discontinued,115,163,1270,7.2,41,133,260,18.8,34950,35500,27850,0,Rear Wheel,4,1,0,4.0,0,1,1,1
Volkswagen,117,Discontinued,470,164,2191,6.6,125,535,605,77.0,54795,49990,52240,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Smart,128,Available,355,175,1885,5.8,90,380,385,62.0,46490,43155,40660,1600,Rear Wheel,5,1,1,5.0,1,1,1,1
Nissan,98,Available,330,158,1527,8.0,75,345,326,52.0,32990,34590,25495,500,Front Wheel,5,1,1,5.0,1,1,1,1
TOGG,116,Available,295,169,1998,7.2,70,372,505,50.0,34295,54990,49825,0,Rear Wheel,5,0,0,5.0,0,1,1,1
Volkswagen,270,Discontinued,125,164,1585,10.4,41,133,380,20.5,34900,36190,26345,1000,Front Wheel,5,0,0,5.0,0,1,1,1
Porsche,459,Discontinued,400,209,2370,2.8,216,504,450,83.7,189668,196900,142400,0,All Wheel,5,1,0,5.0,0,1,1,1
Volvo,164,Discontinued,305,220,2030,7.4,116,325,450,67.0,48650,45950,48300,1500,Front Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,116,Discontinued,275,164,1772,8.9,45,252,385,45.0,31960,32190,27120,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Mercedes,267,Discontinued,590,184,2635,4.3,173,654,620,108.4,141705,173825,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,126,Discontinued,410,188,2123,10.4,125,436,543,77.0,55400,51990,44605,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,245,Available,640,184,2655,4.4,160,682,620,118.0,141705,172072,49825,1700,All Wheel,5,1,1,5.0,0,1,1,1
Polestar,127,Available,455,174,2183,4.5,110,509,448,79.0,56990,55200,53160,1500,All Wheel,5,1,1,5.0,0,1,1,1
Lotus,202,Discontinued,495,220,2565,4.5,259,604,657,109.0,96990,98690,90805,2250,All Wheel,5,1,1,5.0,0,1,1,1
Polestar,129,Discontinued,375,176,2013,7.4,116,414,440,66.0,47295,48200,43150,1500,Front Wheel,5,1,1,5.0,0,1,1,1
KGM,131,Available,360,224,2385,8.0,100,351,907,80.6,45990,48294,49825,2300,All Wheel,5,1,1,5.0,1,1,1,1
GWM,123,Available,260,175,1615,8.3,45,247,228,45.4,26990,54990,31995,0,Front Wheel,5,1,0,5.0,0,1,1,1
XPENG,123,Discontinued,365,179,2100,6.9,140,439,571,65.3,43600,44990,39990,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
BMW,285,Discontinued,485,217,2659,3.8,149,515,500,105.2,136100,137041,122775,2500,All Wheel,5,1,1,5.0,0,1,1,1
BYD,199,Discontinued,355,243,2705,4.6,109,342,235,86.4,71400,69990,49825,1500,All Wheel,7,1,1,5.0,0,1,1,1
BMW,167,Available,465,175,2255,6.1,136,529,570,81.2,72200,80665,69955,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Tesla,206,Discontinued,440,216,2505,4.6,110,463,510,95.0,85990,90005,82980,2250,All Wheel,7,0,1,5.0,0,1,1,1
Jaguar,207,Discontinued,380,223,2208,4.8,85,360,505,84.7,76815,83077,66350,750,All Wheel,5,1,1,5.0,0,1,1,1
Seres,146,Discontinued,260,196,1765,8.9,50,232,318,51.0,55400,37995,49825,0,Front Wheel,5,0,0,5.0,0,1,1,1
Audi,167,Available,395,192,2200,7.0,150,459,590,75.8,63500,65950,59975,2000,Rear Wheel,5,1,1,5.0,0,1,1,1
Mini,179,Discontinued,180,161,1440,7.3,44,183,211,28.9,32500,35170,25100,0,Front Wheel,4,1,0,5.0,0,1,1,1
CUPRA,111,Available,465,170,1999,5.6,135,517,385,79.0,52870,49990,44820,0,Rear Wheel,5,1,0,5.0,0,1,1,1
DS,115,Available,545,178,2255,7.8,135,566,620,97.2,63200,62200,54690,1200,Front Wheel,5,1,1,4.0,1,1,1,1
Volkswagen,114,Available,475,162,2180,6.5,125,541,532,77.0,54105,48990,51005,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Tesla,265,Available,475,200,2515,2.9,140,531,608,95.0,125970,125990,49825,2250,All Wheel,7,1,1,5.0,0,1,1,1
Volkswagen,183,Discontinued,345,223,2459,10.2,115,368,1121,77.0,64581,56990,59035,1000,Rear Wheel,5,0,1,5.0,1,1,1,1
Mercedes,185,Available,655,180,2655,5.7,160,704,620,118.0,113359,117622,115920,1700,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,117,Available,470,164,2191,6.6,125,535,605,77.0,54905,49990,51795,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Porsche,244,Available,490,168,2245,3.7,195,611,491,82.3,120900,126800,95900,0,All Wheel,5,1,0,5.0,0,1,1,1
NIO,232,Available,440,205,2633,4.1,190,524,265,90.0,103900,99900,49825,2000,All Wheel,7,1,1,5.0,0,1,1,1
Polestar,120,Available,405,165,2020,6.4,100,454,448,67.0,48990,44950,45160,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Jeep,124,Available,370,199,2185,8.5,90,387,550,73.7,50400,44995,36999,1000,Front Wheel,5,1,1,5.0,0,1,1,1
Ford,358,Discontinued,105,186,1700,11.4,0,75,237,19.6,39990,39990,28500,1000,Front Wheel,5,0,0,5.0,0,1,1,1
Ford,112,Discontinued,455,169,2098,6.4,120,477,572,77.0,50911,46750,48075,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Ford,119,Available,350,166,2001,8.0,85,377,572,58.0,42400,40850,49825,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Tesla,300,Discontinued,390,207,2262,3.3,95,393,895,80.8,115000,119000,49825,1000,All Wheel,5,0,0,5.0,0,1,1,1
Skoda,117,Available,455,174,2190,5.4,135,510,470,79.0,53050,52490,46560,1800,All Wheel,5,1,1,5.0,0,1,1,1
Opel,102,Available,290,160,1544,8.7,78,318,267,46.3,29990,28999,26005,0,Front Wheel,5,1,0,5.0,0,1,1,1
XPENG,156,Discontinued,465,200,2415,3.9,224,577,731,93.1,71600,73188,49825,1500,All Wheel,5,1,1,5.0,1,1,1,1
Polestar,256,Available,530,200,2465,3.2,210,637,427,106.0,141600,145300,104900,1800,All Wheel,4,1,1,5.0,0,1,1,1
Peugeot,124,Discontinued,295,157,1530,9.0,78,321,309,46.3,35975,35870,32650,0,Front Wheel,5,1,0,5.0,0,1,1,1
Opel,115,Discontinued,335,173,1691,7.3,39,286,381,58.0,42990,34149,49825,0,Front Wheel,5,0,0,4.0,0,1,1,1
Mercedes,179,Discontinued,635,170,2480,6.2,173,703,610,107.8,109551,109090,105610,750,Rear Wheel,5,0,1,5.0,0,1,1,1
Hongqi,219,Available,320,239,2580,6.5,112,334,438,76.5,55400,69995,49825,1500,All Wheel,5,0,1,5.0,0,1,1,1
Volvo,155,Discontinued,385,205,2170,4.8,110,414,441,79.0,59950,59995,51755,1800,All Wheel,5,1,1,5.0,0,1,1,1
Kia,131,Available,345,174,1955,8.7,150,425,542,60.0,44990,44995,39235,750,Rear Wheel,5,1,1,5.0,1,1,1,1
Ford,176,Available,200,218,1724,11.0,80,216,510,43.6,35999,54990,29940,750,Front Wheel,5,0,1,4.0,0,1,1,1
Alpine,168,Available,470,189,2196,3.9,140,516,532,89.0,55400,80000,69390,1350,All Wheel,5,1,1,5.0,1,1,1,1
Audi,173,Discontinued,285,182,1965,9.0,70,301,520,52.0,44700,52105,44690,0,Rear Wheel,5,1,1,5.0,0,1,1,1
Maserati,480,Available,420,198,2335,2.7,217,531,270,83.0,198212,199250,179950,1000,All Wheel,4,0,0,5.0,0,1,1,1
CUPRA,99,Discontinued,460,167,1969,7.0,125,512,385,77.0,47250,41990,41795,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Lucid,196,Discontinued,665,168,2435,3.0,184,763,910,112.0,129000,132000,49825,0,All Wheel,5,1,0,5.0,1,1,1,1
XPENG,111,Discontinued,475,184,2195,4.1,180,565,571,87.5,51600,53990,49825,1500,All Wheel,5,1,1,5.0,1,1,1,1
Tesla,283,Discontinued,335,216,2427,5.2,80,336,510,72.5,93500,99670,79400,2250,All Wheel,7,0,1,5.0,0,1,1,1
Jaguar,205,Discontinued,380,223,2208,4.8,85,360,505,84.7,77300,81800,64495,750,All Wheel,5,1,1,5.0,0,1,1,1
Renault,151,Discontinued,260,154,1588,10.0,55,277,440,40.0,42000,36370,49825,500,Front Wheel,5,1,1,5.0,0,1,1,1
CUPRA,101,Available,360,164,1842,7.7,110,416,385,59.0,40450,31990,49825,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Polestar,168,Available,515,208,2654,5.0,150,555,516,107.0,85590,86950,75900,2200,All Wheel,5,1,1,5.0,1,1,1,1
Renault,134,Discontinued,140,166,1503,13.5,33,148,338,23.3,55400,20990,14495,1000,Front Wheel,5,0,0,5.0,0,1,1,1
KGM,131,Discontinued,360,224,2385,8.0,100,351,907,80.6,45990,48490,49825,1800,All Wheel,5,1,1,5.0,1,1,1,1
KGM,118,Available,365,221,2265,9.2,100,357,907,80.6,41990,44059,49825,1800,Front Wheel,5,1,1,5.0,1,1,1,1
Skoda,110,Discontinued,205,158,1235,12.3,30,188,250,32.3,24534,23290,17455,0,Front Wheel,4,0,0,3.0,0,1,1,1
Skoda,119,Available,450,171,2230,6.7,120,501,585,77.0,51150,54990,48760,1200,All Wheel,5,1,1,5.0,1,1,1,1
Suzuki,126,Available,310,193,1935,7.4,60,286,238,59.8,39490,36995,34999,750,All Wheel,5,1,1,4.0,0,1,1,1
Volkswagen,115,Available,455,169,2131,6.7,120,508,549,77.0,51270,54990,44400,1000,Rear Wheel,5,1,1,5.0,1,1,1,1
Nissan,191,Discontinued,170,165,1538,11.5,45,173,370,28.0,33960,33590,25825,0,Front Wheel,5,0,0,5.0,1,1,1,1
Hongqi,107,Available,550,173,2390,5.8,210,668,468,95.3,55400,58995,49825,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Toyota,121,Available,330,164,1845,8.3,85,369,416,54.0,41990,37995,34495,0,Front Wheel,5,1,1,5.0,0,1,1,1
Porsche,328,Available,495,218,2720,2.5,290,636,837,108.0,165500,171722,130900,3000,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,130,Available,500,172,2325,5.5,145,572,532,86.0,63265,63990,59110,1800,All Wheel,5,1,1,5.0,1,1,1,1
Tesla,237,Available,490,194,2423,3.9,140,544,608,95.0,115970,115990,49825,2250,All Wheel,7,1,1,5.0,0,1,1,1
Alpine,146,Available,470,189,2199,4.8,120,486,532,89.0,67500,68000,61390,1350,All Wheel,5,1,1,5.0,1,1,1,1
BMW,226,Discontinued,165,165,1320,7.3,46,170,260,27.2,37550,40412,29570,0,Rear Wheel,4,1,0,4.0,0,1,1,1
BMW,227,Available,520,196,2595,5.5,159,572,500,101.7,115700,122463,100205,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Audi,199,Available,530,179,2410,3.9,186,628,529,94.9,101150,101490,99340,2100,All Wheel,5,1,1,5.0,0,1,1,1
Hyundai,101,Discontinued,390,164,1760,7.6,64,363,332,64.0,39000,40995,32845,0,Front Wheel,5,0,0,5.0,0,1,1,1
Ford,120,Discontinued,465,189,2160,7.0,86,436,619,88.0,54475,58575,47580,750,Rear Wheel,5,0,1,5.0,0,1,1,1
Kia,193,Available,425,226,2648,5.3,194,471,385,96.0,82380,78795,73285,2500,All Wheel,7,1,1,5.0,1,1,1,1
Volkswagen,138,Discontinued,500,172,2339,5.5,145,570,605,86.0,63955,71490,62670,1200,All Wheel,5,1,1,5.0,1,1,1,1
Ford,141,Discontinued,305,170,1908,8.7,85,338,536,52.0,42500,40350,39875,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
Subaru,130,Available,375,192,2025,5.1,110,405,403,72.0,55400,48900,49825,1500,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,269,Discontinued,95,168,1214,12.4,30,104,250,16.0,26900,25770,20780,0,Front Wheel,4,0,0,5.0,0,1,1,1
Volvo,154,Discontinued,400,198,2185,4.7,110,438,450,79.0,61400,61495,53605,1800,All Wheel,5,1,1,5.0,0,1,1,1
Hyundai,177,Available,485,219,2685,5.2,195,550,390,106.0,86750,81495,77595,2500,All Wheel,7,1,1,5.0,1,1,1,1
Fiat,198,Available,135,158,1255,9.0,40,153,185,21.3,30990,24999,20995,0,Front Wheel,4,0,0,4.0,0,1,1,1
NIO,174,Available,435,207,2398,4.5,135,471,579,90.0,74500,76900,49825,1200,All Wheel,5,1,1,5.0,0,1,1,1
Peugeot,139,Discontinued,300,169,1759,9.8,79,327,361,50.8,44765,42070,33460,0,Front Wheel,5,1,0,5.0,0,1,1,1
NIO,183,Discontinued,505,178,2454,3.8,100,509,363,90.0,90900,93900,49825,2000,All Wheel,5,1,1,5.0,0,1,1,1
Mini,160,Available,230,167,1720,7.9,60,243,300,38.5,34900,38990,31800,750,Front Wheel,5,1,1,5.0,0,1,1,1
Tesla,189,Discontinued,380,191,2102,4.6,80,386,895,72.5,69970,81285,55880,1000,Rear Wheel,5,0,0,5.0,0,1,1,1
XPENG,146,Available,410,191,2285,6.6,280,528,731,78.2,59600,59990,49825,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Mercedes,137,Discontinued,525,170,2405,7.3,120,566,430,89.0,67187,69928,68810,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Polestar,121,Discontinued,395,167,2019,6.4,116,439,446,66.0,46275,44950,44950,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Mercedes,157,Discontinued,510,175,2475,6.3,120,547,430,89.0,74149,86263,49825,750,All Wheel,5,1,1,5.0,0,1,1,1
Citroen,110,Available,240,183,1579,12.9,62,254,460,43.8,26490,27800,21595,350,Front Wheel,5,0,1,5.0,0,1,1,1
Audi,209,Discontinued,380,228,2565,5.7,146,399,677,86.5,83750,68815,74635,1800,All Wheel,5,1,1,5.0,0,1,1,1
NIO,201,Discontinued,415,177,2434,3.8,110,456,363,73.5,81900,84900,49825,2000,All Wheel,5,1,1,5.0,0,1,1,1
Lexus,135,Discontinued,340,188,1850,7.5,35,291,316,64.0,55400,54990,39995,0,Front Wheel,5,0,0,5.0,0,1,1,1
Audi,144,Available,510,186,2275,6.6,186,595,575,94.9,71200,73990,65975,2000,Rear Wheel,5,1,1,5.0,0,1,1,1
Skoda,127,Discontinued,460,172,2236,5.4,135,520,585,79.0,58600,56490,51960,1200,All Wheel,5,1,1,5.0,1,1,1,1
Kia,190,Discontinued,170,176,1580,11.2,40,172,281,30.0,29490,36335,26995,0,Front Wheel,5,0,0,4.0,0,1,1,1
MG,148,Discontinued,350,200,1995,4.9,82,335,357,70.0,50990,52485,49825,750,All Wheel,5,1,1,4.0,1,1,1,1
Citroen,129,Discontinued,285,162,1659,9.7,78,318,510,46.3,35275,38055,31960,0,Front Wheel,5,1,0,4.0,0,1,1,1
Volvo,164,Available,335,194,1960,3.7,112,368,325,65.0,57290,52995,46995,1600,All Wheel,5,1,1,5.0,1,1,1,1
Volvo,135,Available,420,188,2095,7.3,110,454,435,79.0,57190,50495,54160,1500,Rear Wheel,5,1,1,5.0,0,1,1,1
Renault,96,Available,380,158,1725,10.5,87,410,440,60.0,55400,36490,49825,500,Front Wheel,5,1,1,5.0,1,1,1,1
Kia,199,Discontinued,155,174,1565,11.2,40,162,281,27.0,28890,34455,25495,0,Front Wheel,5,0,0,4.0,0,1,1,1
Mercedes,187,Discontinued,345,193,2165,6.2,100,357,495,66.5,58197,69728,56810,1700,All Wheel,7,1,1,5.0,0,1,1,1
Lucid,163,Discontinued,530,158,2145,4.7,140,615,910,84.0,85000,88000,49825,0,Rear Wheel,5,1,0,5.0,1,1,1,1
DS,139,Available,530,183,2364,5.4,135,552,620,97.2,75000,73600,63290,1400,All Wheel,5,1,1,4.0,1,1,1,1
Honda,242,Discontinued,170,168,1595,8.3,32,169,171,28.5,39900,40615,37395,0,Rear Wheel,4,0,0,4.0,0,1,1,1
Ford,134,Discontinued,365,186,2044,6.9,78,364,619,68.0,47500,50425,42530,750,Rear Wheel,5,0,1,5.0,0,1,1,1
BMW,258,Available,500,218,2655,3.8,150,524,500,108.9,124900,131414,114205,2500,All Wheel,5,1,1,5.0,0,1,1,1
Renault,132,Discontinued,250,164,1575,11.4,0,182,338,41.0,35900,35090,24320,0,Front Wheel,5,0,0,5.0,0,1,1,1
Volkswagen,100,Discontinued,350,166,1805,9.6,82,378,385,58.0,34995,36890,28420,0,Rear Wheel,5,1,0,5.0,0,1,1,1
Aiways,121,Discontinued,315,190,1795,7.5,78,313,432,60.0,35993,39950,49825,1000,Front Wheel,5,0,0,3.0,0,1,1,1
Peugeot,143,Discontinued,260,178,1623,8.5,78,285,434,46.3,35450,40930,30730,0,Front Wheel,5,1,0,5.0,0,1,1,1
TOGG,129,Available,265,189,2024,7.4,70,327,441,50.0,34295,54990,49825,0,Rear Wheel,5,0,0,5.0,0,1,1,1
Mercedes,137,Discontinued,395,168,2040,8.6,100,405,340,66.5,50777,57618,49825,750,Front Wheel,5,1,1,5.0,0,1,1,1
Opel,116,Discontinued,290,160,1544,8.7,78,318,267,46.3,34650,34999,26895,0,Front Wheel,5,1,0,5.0,0,1,1,1
Polestar,150,Available,530,202,2478,7.8,150,571,516,107.0,78590,79950,69900,1500,Rear Wheel,5,1,1,5.0,1,1,1,1
Volkswagen,96,Discontinued,450,171,1934,7.9,115,488,385,77.0,41995,54990,38800,0,Rear Wheel,4,1,0,5.0,1,1,1,1
Volvo,213,Discontinued,485,221,2762,4.9,150,523,703,107.0,96800,98495,99960,2200,All Wheel,7,1,1,5.0,1,1,1,1
BMW,381,Available,490,208,2770,3.7,159,534,500,101.7,181800,189877,163315,0,All Wheel,5,1,0,5.0,0,1,1,1
BMW,173,Discontinued,450,181,2290,3.9,130,514,470,81.3,72100,77999,72375,1600,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,132,Available,555,173,2415,6.1,141,597,430,96.0,71412,75051,49825,750,Rear Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,142,Available,285,182,1975,9.0,87,318,543,52.0,40335,39990,35495,1000,Rear Wheel,5,1,1,5.0,0,1,1,1
NIO,140,Discontinued,500,180,2235,4.0,100,494,386,90.0,68500,71700,49825,1400,All Wheel,5,1,1,5.0,0,1,1,1
MG,114,Available,490,197,2298,3.2,250,621,475,96.5,55400,54990,48495,1000,All Wheel,5,1,0,5.0,0,1,1,1
Ford,165,Discontinued,440,207,2257,5.8,86,410,619,91.0,69700,73840,65080,1000,All Wheel,5,0,1,5.0,0,1,1,1
BMW,255,Discontinued,420,193,2380,3.8,136,479,490,81.2,99500,109463,97745,2000,All Wheel,5,1,1,5.0,0,1,1,1
Polestar,125,Discontinued,450,176,2183,4.5,110,501,446,79.0,52275,55200,52950,1500,All Wheel,5,1,1,5.0,0,1,1,1
Renault,117,Available,340,176,1822,8.6,87,363,545,60.0,40400,39490,49825,1100,Front Wheel,5,1,1,5.0,1,1,1,1
Peugeot,115,Available,295,157,1530,9.0,78,321,309,46.3,36525,32700,28650,0,Front Wheel,5,1,0,5.0,0,1,1,1
MG,133,Available,440,219,2410,3.5,250,554,697,96.5,55400,54990,50995,1000,All Wheel,5,1,0,5.0,0,1,1,1
Citroen,160,Available,235,213,1811,11.7,80,246,775,50.0,36940,41358,29740,750,Front Wheel,5,1,1,5.0,0,1,1,1
Smart,241,Discontinued,95,176,1200,12.7,0,66,185,16.7,19120,23995,22295,0,Rear Wheel,4,0,0,5.0,0,1,1,1
Mercedes,181,Discontinued,340,196,2175,8.0,100,350,495,66.5,55519,65483,55310,0,All Wheel,7,1,0,5.0,0,1,1,1
Volkswagen,139,Discontinued,420,183,2256,5.4,120,460,543,77.0,53255,59490,53865,1200,All Wheel,5,1,1,5.0,1,1,1,1
Mercedes,303,Available,530,223,2845,4.7,160,543,645,118.0,147923,173825,139480,1800,All Wheel,7,1,1,5.0,0,1,1,1
Mini,156,Available,290,170,1730,5.9,75,308,200,49.2,40650,50490,39000,0,Front Wheel,4,1,0,5.0,0,1,1,1
BMW,132,Available,495,164,2260,5.1,130,563,470,81.3,64100,66871,49825,1600,All Wheel,5,1,1,5.0,0,1,1,1
TOGG,105,Available,465,183,2294,4.1,115,505,505,85.0,48600,54990,49825,0,All Wheel,5,0,0,5.0,0,1,1,1
Audi,144,Available,570,166,2360,4.7,186,682,529,94.9,79800,79990,75040,2100,All Wheel,5,1,1,5.0,0,1,1,1
Toyota,116,Available,330,181,1835,8.7,60,307,238,59.8,38990,35795,34460,750,Front Wheel,5,1,1,4.0,0,1,1,1
Tesla,240,Discontinued,470,209,2552,3.1,125,516,510,98.0,107990,112005,102980,2250,All Wheel,7,0,1,5.0,0,1,1,1
MG,139,Discontinued,265,174,1637,7.7,60,276,479,46.0,35490,38150,49825,500,Front Wheel,5,0,1,5.0,1,1,1,1
Audi,251,Discontinued,280,231,2445,6.8,114,299,722,64.7,69100,54990,62035,1800,All Wheel,5,1,1,5.0,0,1,1,1
Mercedes,166,Available,350,190,2110,7.7,100,359,340,66.5,53520,59342,53010,1800,All Wheel,5,1,1,5.0,0,1,1,1
Volkswagen,141,Discontinued,430,179,2242,5.5,120,477,549,77.0,56455,61490,55365,1200,All Wheel,5,1,1,5.0,1,1,1,1
Nissan,178,Available,225,200,1872,12.6,50,221,819,45.0,39990,54990,49825,1500,Front Wheel,5,1,1,5.0,0,1,1,1
Porsche,166,Available,495,192,2295,5.7,186,578,624,94.9,81200,86000,68600,2000,Rear Wheel,5,1,1,5.0,0,1,1,1
Audi,222,Discontinued,365,237,2565,5.7,146,384,722,86.5,80900,84100,68060,1800,All Wheel,5,1,1,5.0,0,1,1,1
Smart,109,Available,475,202,2335,6.5,230,587,702,96.0,50900,53440,43800,1600,Rear Wheel,5,0,1,5.0,1,1,1,1
